0,250,0
15,250,0
25,250,0
35,250,0
45,250,0
55,250,0
65,250,0
70,250,0
75,250,0
0,252,0
15,252,0
25,252,0
35,252,0
45,252,0
55,252,0
65,252,0
70,252,0
75,252,0
0,254,0
15,254,0
25,254,0
35,254,0
45,254,0
55,254,0
65,254,0
70,254,0
75,254,0
0,256,0
15,256,0
25,256,0
35,256,0
45,256,0
55,256,0
65,256,0
70,256,0
75,256,0
0,258,0
15,258,0
25,258,0
35,258,0
45,258,0
55,258,0
65,258,0
70,258,0
75,258,0
0,260,0
15,260,0
25,260,0
35,260,0
45,260,0
55,260,0
65,260,0
70,260,0
75,260,0
0,262,0
15,262,0
25,262,0
35,262,0
45,262,0
55,262,0
65,262,0
70,262,0
75,262,0
0,264,0
15,264,0
25,264,0
35,264,0
45,264,0
55,264,0
65,264,0
70,264,0
75,264,0
0,266,0
15,266,0
25,266,0
35,266,0
45,266,0
55,266,0
65,266,0
70,266,0
75,266,0
0,268,0
15,268,0
25,268,0
35,268,0
45,268,0
55,268,0
65,268,0
70,268,0
75,268,0
0,270,0
15,270,0
25,270,0
35,270,0
45,270,0
55,270,0
65,270,0
70,270,0
75,270,0
0,272,0
15,272,0
25,272,0
35,272,0
45,272,0
55,272,0
65,272,0
70,272,0
75,272,0
0,274,0
15,274,0
25,274,0
35,274,0
45,274,0
55,274,0
65,274,0
70,274,0
75,274,0
0,276,0
15,276,0
25,276,0
35,276,0
45,276,0
55,276,0
65,276,0
70,276,0
75,276,0
0,278,0
15,278,0
25,278,0
35,278,0
45,278,0
55,278,0
65,278,0
70,278,0
75,278,0
0,280,0
15,280,0
25,280,0
35,280,0
45,280,0
55,280,0
65,280,0
70,280,0
75,280,0
0,282,0
15,282,0
25,282,0
35,282,0
45,282,0
55,282,0
65,282,0
70,282,0
75,282,0
0,284,0
15,284,0
25,284,0
35,284,0
45,284,0
55,284,0
65,284,0
70,284,0
75,284,0
0,286,0
15,286,0
25,286,0
35,286,0
45,286,0
55,286,0
65,286,0
70,286,0
75,286,0
0,288,0
15,288,0
25,288,0
35,288,0
45,288,0
55,288,0
65,288,0
70,288,0
75,288,0
0,290,0
15,290,0
25,290,0
35,290,0
45,290,0
55,290,0
65,290,0
70,290,0
75,290,0
0,292,0
15,292,0
25,292,0
35,292,0
45,292,0
55,292,0
65,292,0
70,292,0
75,292,0
0,294,0
15,294,0
25,294,0
35,294,0
45,294,0
55,294,0
65,294,0
70,294,0
75,294,0
0,296,0
15,296,0
25,296,0
35,296,0
45,296,0
55,296,0
65,296,0
70,296,0
75,296,0
0,298,0
15,298,0
25,298,0
35,298,0
45,298,0
55,298,0
65,298,0
70,298,0
75,298,0
0,300,0
15,300,0
25,300,0
35,300,0
45,300,0
55,300,0
65,300,0
70,300,0
75,300,0
0,302,0
15,302,0
25,302,0
35,302,0
45,302,0
55,302,0
65,302,0
70,302,0
75,302,0
0,304,0
15,304,0
25,304,0
35,304,0
45,304,0
55,304,0
65,304,0
70,304,0
75,304,0
0,306,0
15,306,0
25,306,0
35,306,0
45,306,0
55,306,0
65,306,0
70,306,0
75,306,0
0,308,0
15,308,0
25,308,0
35,308,0
45,308,0
55,308,0
65,308,0
70,308,0
75,308,0
0,310,0
15,310,0
25,310,0
35,310,0
45,310,0
55,310,0
65,310,0
70,310,0
75,310,0
0,312,0
15,312,0
25,312,0
35,312,0
45,312,0
55,312,0
65,312,0
70,312,0
75,312,0
0,314,0
15,314,0
25,314,0
35,314,0
45,314,0
55,314,0
65,314,0
70,314,0
75,314,0
0,316,0
15,316,0
25,316,0
35,316,0
45,316,0
55,316,0
65,316,0
70,316,0
75,316,0
0,318,0
15,318,0
25,318,0
35,318,0
45,318,0
55,318,0
65,318,0
70,318,0
75,318,0
0,320,0.0089
15,320,0.0031
25,320,0.0013
35,320,0.0006
45,320,0.0003
55,320,0.0002
65,320,0.0002
70,320,0.0002
75,320,0.0002
0,322,0.0085
15,322,0.0032
25,322,0.0014
35,322,0.0005
45,322,0.0003
55,322,0.0002
65,322,0.0002
70,322,0.0002
75,322,0.0002
0,324,0.0073
15,324,0.0034
25,324,0.0012
35,324,0.0005
45,324,0.0003
55,324,0.0002
65,324,0.0002
70,324,0.0002
75,324,0.0002
0,326,0.0072
15,326,0.0027
25,326,0.0011
35,326,0.0005
45,326,0.0003
55,326,0.0002
65,326,0.0002
70,326,0.0002
75,326,0.0002
0,328,0.0062
15,328,0.0023
25,328,0.001
35,328,0.0004
45,328,0.0002
55,328,0.0002
65,328,0.0001
70,328,0.0001
75,328,0.0001
0,330,0.006
15,330,0.0023
25,330,0.0009
35,330,0.0004
45,330,0.0002
55,330,0.0002
65,330,0.0001
70,330,0.0001
75,330,0.0001
0,332,0.0055
15,332,0.0023
25,332,0.0008
35,332,0.0004
45,332,0.0002
55,332,0.0001
65,332,0.0001
70,332,0.0001
75,332,0.0001
0,334,0.0046
15,334,0.0018
25,334,0.0008
35,334,0.0003
45,334,0.0002
55,334,0.0001
65,334,0.0001
70,334,0.0001
75,334,0.0002
0,336,0.0046
15,336,0.0017
25,336,0.0007
35,336,0.0004
45,336,0.0002
55,336,0.0002
65,336,0.0002
70,336,0.0002
75,336,0.0002
0,338,0.004
15,338,0.0016
25,338,0.0007
35,338,0.0005
45,338,0.0003
55,338,0.0002
65,338,0.0003
70,338,0.0003
75,338,0.0004
0,340,0.0036
15,340,0.0018
25,340,0.001
35,340,0.0007
45,340,0.0004
55,340,0.0004
65,340,0.0006
70,340,0.0007
75,340,0.0007
0,342,0.0037
15,342,0.0018
25,342,0.0014
35,342,0.0013
45,342,0.0006
55,342,0.0009
65,342,0.0014
70,342,0.0015
75,342,0.0015
0,344,0.0048
15,344,0.0027
25,344,0.0028
35,344,0.0022
45,344,0.0012
55,344,0.0022
65,344,0.0029
70,344,0.003
75,344,0.0031
0,346,0.0053
15,346,0.0048
25,346,0.0058
35,346,0.0037
45,346,0.0023
55,346,0.0048
65,346,0.0056
70,346,0.0058
75,346,0.0061
0,348,0.0082
15,348,0.0095
25,348,0.0113
35,348,0.0058
45,348,0.0049
55,348,0.0098
65,348,0.0103
70,348,0.0109
75,348,0.0115
0,350,0.0157
15,350,0.0193
25,350,0.0198
35,350,0.0098
45,350,0.0105
55,350,0.0181
65,350,0.0176
70,350,0.019
75,350,0.0201
0,352,0.0303
15,352,0.0346
25,352,0.0297
35,352,0.0172
45,352,0.0217
55,352,0.0304
65,352,0.0287
70,352,0.0316
75,352,0.0333
0,354,0.0528
15,354,0.0574
25,354,0.0401
35,354,0.0282
45,354,0.0412
55,354,0.0467
65,354,0.0448
70,354,0.0501
75,354,0.052
0,356,0.0867
15,356,0.0887
25,356,0.0544
35,356,0.0421
45,356,0.0699
55,356,0.066
65,356,0.067
70,356,0.0753
75,356,0.0766
0,358,0.1279
15,358,0.1221
25,358,0.0818
35,358,0.0631
45,358,0.1081
55,358,0.0878
65,358,0.0954
70,358,0.1071
75,358,0.1073
0,360,0.1806
15,360,0.1474
25,360,0.1232
35,360,0.1019
45,360,0.1532
55,360,0.114
65,360,0.1308
70,360,0.143
75,360,0.1437
0,362,0.235
15,362,0.1778
25,362,0.1619
35,362,0.1661
45,362,0.201
55,362,0.1469
65,362,0.1735
70,362,0.182
75,362,0.1844
0,364,0.2772
15,364,0.2351
25,364,0.1945
35,364,0.2455
45,364,0.2489
55,364,0.1858
65,364,0.22
70,364,0.2242
75,364,0.2268
0,366,0.315
15,366,0.3161
25,366,0.2439
35,366,0.3203
45,366,0.2945
55,366,0.2264
65,366,0.2643
70,366,0.2672
75,366,0.2684
0,368,0.3841
15,368,0.377
25,368,0.3275
35,368,0.3914
45,368,0.3343
55,368,0.2672
65,368,0.3035
70,368,0.3035
75,368,0.3053
0,370,0.4697
15,370,0.4117
25,370,0.4296
35,370,0.4616
45,370,0.3654
55,370,0.3119
65,370,0.3391
70,370,0.3266
75,370,0.3338
0,372,0.533
15,372,0.4563
25,372,0.5144
35,372,0.526
45,372,0.3839
55,372,0.3624
65,372,0.3686
70,372,0.3363
75,372,0.3554
0,374,0.5664
15,374,0.5294
25,374,0.5704
35,374,0.5809
45,374,0.3988
55,374,0.4115
65,374,0.3792
70,374,0.338
75,374,0.3763
0,376,0.6025
15,376,0.611
25,376,0.6147
35,376,0.6245
45,376,0.4234
55,376,0.4464
65,376,0.3618
70,376,0.339
75,376,0.4012
0,378,0.671
15,378,0.6767
25,378,0.6606
35,378,0.6574
45,378,0.4541
55,378,0.4671
65,378,0.324
70,378,0.3467
75,378,0.4255
0,380,0.7277
15,380,0.7208
25,380,0.7079
35,380,0.6814
45,380,0.4818
55,380,0.4848
65,380,0.2819
70,380,0.3652
75,380,0.4382
0,382,0.7619
15,382,0.7458
25,382,0.7453
35,382,0.6911
45,382,0.5008
55,382,0.4928
65,382,0.2534
70,382,0.3839
75,382,0.4284
0,384,0.788
15,384,0.7654
25,384,0.7758
35,384,0.693
45,384,0.5237
55,384,0.4698
65,384,0.2401
70,384,0.3931
75,384,0.4069
0,386,0.8139
15,386,0.7851
25,386,0.7985
35,386,0.6975
45,386,0.5536
55,386,0.3969
65,386,0.2407
70,386,0.3828
75,386,0.3895
0,388,0.8345
15,388,0.8081
25,388,0.817
35,388,0.7124
45,388,0.5838
55,388,0.2966
65,388,0.2514
70,388,0.3554
75,388,0.3888
0,390,0.842
15,390,0.8325
25,390,0.8297
35,390,0.738
45,390,0.6007
55,390,0.2091
65,390,0.2635
70,390,0.3235
75,390,0.4085
0,392,0.8465
15,392,0.8539
25,392,0.8363
35,392,0.7693
45,392,0.6034
55,392,0.1504
65,392,0.2673
70,392,0.2998
75,392,0.4459
0,394,0.8598
15,394,0.8666
25,394,0.8332
35,394,0.7937
45,394,0.6037
55,394,0.1161
65,394,0.256
70,394,0.2916
75,394,0.4927
0,396,0.882
15,396,0.8714
25,396,0.8224
35,396,0.8009
45,396,0.6068
55,396,0.0978
65,396,0.231
70,396,0.3016
75,396,0.5362
0,398,0.8995
15,398,0.8774
25,398,0.817
35,398,0.7876
45,398,0.5898
55,398,0.0903
65,398,0.2018
70,398,0.3288
75,398,0.5652
0,400,0.9088
15,400,0.8849
25,400,0.8216
35,400,0.7637
45,400,0.5092
55,400,0.09
65,400,0.1772
70,400,0.3692
75,400,0.5784
0,402,0.9094
15,402,0.8924
25,402,0.8367
35,402,0.7432
45,402,0.3653
55,402,0.095
65,402,0.1618
70,402,0.4161
75,402,0.5826
0,404,0.9054
15,404,0.8906
25,404,0.8568
35,404,0.7299
45,404,0.2223
55,404,0.1026
